CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
2/8/2020,2:18:00,5D,1700 CLIFTVIEW AVE,BURGLARY,Inside,NA,312,EASTERN,DARLEY PARK,-76.59387,39.31534087,GROCERY/CONFECTION,1
2/8/2020,6:00:00,6G,700 N STREEPER ST,LARCENY,Inside,NA,333,EASTERN,MADISON EASTEND,-76.5774249,39.29909374,ROW/TOWNHOUSE-OCC,1
2/8/2020,9:50:00,3JF,1400 N BROADWAY,ROBBERY - RESIDENCE,Inside,FIREARM,314,EASTERN,OLIVER,-76.59499176,39.30694103,ROW/TOWNHOUSE-OCC,1
2/8/2020,9:50:00,3JF,1400 N BROADWAY,ROBBERY - RESIDENCE,Inside,FIREARM,314,EASTERN,OLIVER,-76.59499176,39.30694103,ROW/TOWNHOUSE-OCC,1
2/8/2020,17:30:00,5A,1600 E OLIVER ST,BURGLARY,Inside,NA,314,EASTERN,OLIVER,-76.59594598,39.30735008,ROW/TOWNHOUSE-OCC,1
2/8/2020,19:00:00,5A,1400 AISQUITH ST,BURGLARY,Inside,NA,,EASTERN,,,,ROW/TOWNHOUSE-OCC,1
2/8/2020,10:45:00,7A,2200 N ELLAMONT ST,AUTO THEFT,Outside,NA,811,SOUTHWEST,,-76.67106806,39.31226105,STREET,1
2/8/2020,2:00:00,6E,3500 PELHAM AVE,LARCENY,Outside,NA,432,NORTHEAST,BELAIR-EDISON,-76.5653175,39.32076726,STREET,1
2/8/2020,18:45:00,3CF,2700 W COLD SPRING LN,ROBBERY - COMMERCIAL,Inside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66662539,39.33961631,CONVENIENCE STORE,1
2/8/2020,18:45:00,3CF,2700 W COLD SPRING LN,ROBBERY - COMMERCIAL,Inside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66662539,39.33961631,CONVENIENCE STORE,1
2/8/2020,4:25:00,3AF,2400 N CALVERT ST,ROBBERY - STREET,Inside,FIREARM,514,NORTHERN,BARCLAY,-76.61411977,39.31718482,APT/CONDO - OCCUPIED,1
2/8/2020,10:30:00,6G,6600 REISTERSTOWN RD,LARCENY,Inside,NA,631,NORTHWEST,REISTERSTOWN STATION,-76.70433407,39.35746611,DEPARTMENT STORE,1
2/8/2020,22:36:00,6J,400 BONSAL ST,LARCENY,Outside,NA,232,SOUTHEAST,ARLINGTON,-76.54576541,39.28866758,STREET,1
2/8/2020,18:03:00,4E,1600 PLUM ST,COMMON ASSAULT,Outside,NA,911,SOUTHERN,CURTIS BAY,-76.58822028,39.22844909,OTHER - OUTSIDE,1
2/8/2020,20:40:00,6J,0 E REDWOOD ST,LARCENY,Inside,NA,114,CENTRAL,DOWNTOWN,-76.61501365,39.28872415,RESTAURANT,1
2/8/2020,10:00:00,6B,2600 E FAYETTE ST,LARCENY,Outside,NA,221,SOUTHEAST,,-76.58053991,39.29454656,STREET,1
2/8/2020,11:00:00,6G,2000 DENISON ST,LARCENY,Inside,NA,812,SOUTHWEST,MOUNT HOLLY,-76.67424289,39.3101355,OTHER - INSIDE,1
2/8/2020,20:24:00,3AF,2500 BARCLAY ST,ROBBERY - STREET,Outside,FIREARM,513,NORTHERN,HARWOOD,-76.61115789,39.31811439,STREET,1
2/8/2020,0:00:00,7A,3700 Flowerton Rd,AUTO THEFT,Outside,NA,815,SOUTHWEST,EDMONDSON VILLAGE,-76.6789931,39.29862574,STREET,1
2/8/2020,1:26:00,9S,0 S CAREY ST,SHOOTING,Outside,FIREARM,931,SOUTHERN,HOLLINS PARK,-76.63818824,39.28823991,STREET,1
2/8/2020,19:29:00,9S,5100 ARBUTUS AV,SHOOTING,Outside,FIREARM,613,NORTHWEST,,-76.68098991,39.34294481,ALLEY,1
2/8/2020,15:19:00,9S,100 N PULASKI ST,SHOOTING,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE ST OUTREACH,-76.65020696,39.28941974,STREET,1
2/8/2020,19:43:00,9S,1600 WESTWOOD AV,SHOOTING,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,-76.64365747,39.30950548,ALLEY,1
2/8/2020,21:45:00,9S,2700 COLD SPRING LN,SHOOTING,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66719065,39.33917326,STREET,1
2/8/2020,19:43:00,9S,1600 WESTWOOD AV,SHOOTING,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,-76.64365747,39.30950548,ALLEY,1
2/8/2020,23:30:15,9S,1700 W NORTH AV,SHOOTING,Outside,FIREARM,733,WESTERN,PENN NORTH,-76.64506572,39.31001994,STREET,1
2/8/2020,18:30:00,7A,4200 BONNER RD,AUTO THEFT,Outside,NA,624,NORTHWEST,WEST FOREST PARK,-76.68745404,39.32174908,STREET,1
2/8/2020,0:30:00,6C,1000 W 41ST ST,LARCENY,Inside,NA,534,NORTHERN,HOES HEIGHTS,-76.63428263,39.33749318,GROCERY/CONFECTION,1
2/8/2020,13:01:00,3AF,2600 N CALVERT ST,ROBBERY - STREET,Inside,FIREARM,512,NORTHERN,CHARLES VILLAGE,-76.61442716,39.32008353,OTHER - INSIDE,1
2/8/2020,13:01:00,3AF,2600 N CALVERT ST,ROBBERY - STREET,Inside,FIREARM,512,NORTHERN,CHARLES VILLAGE,-76.61442716,39.32008353,OTHER - INSIDE,1
2/8/2020,22:33:00,4C,1200 CHURCH ST,AGG. ASSAULT,Inside,OTHER,911,SOUTHERN,CURTIS BAY,-76.59320515,39.22261935,ROW/TOWNHOUSE-OCC,1
2/8/2020,19:43:00,4A,700 ALLEGANY PL,AGG. ASSAULT,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,-76.64312127,39.30906419,STREET,1
2/8/2020,19:43:00,4A,700 ALLEGANY PL,AGG. ASSAULT,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,-76.64312127,39.30906419,STREET,1
2/8/2020,18:31:00,4E,2400 WINCHESTER ST,COMMON ASSAULT,Inside,NA,723,WESTERN,BRIDGEVIEW/GREENLAWN,-76.65663762,39.30165509,APT/CONDO - OCCUPIED,1
2/8/2020,7:00:00,4E,1500 E LEXINGTON ST,COMMON ASSAULT,Inside,NA,212,SOUTHEAST,DUNBAR,-76.59722515,39.29367785,ROW/TOWNHOUSE-OCC,1
2/8/2020,16:59:00,4B,600 N PAYSON ST,AGG. ASSAULT,Outside,KNIFE,934,WESTERN,CARROLLTON RIDGE,-76.6472675,39.28061584,STREET,1
2/8/2020,0:35:00,4C,2600 LAURETTA AVE,AGG. ASSAULT,Inside,OTHER,721,WESTERN,ROSEMONT HOMEOWNERS,-76.66018947,39.29381863,ROW/TOWNHOUSE-OCC,1
2/8/2020,15:30:00,7A,4900 CHALGROVE AVE,AUTO THEFT,Outside,NA,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66970938,39.34832844,STREET,1
2/8/2020,15:19:00,4A,100 N PULASKI ST,AGG. ASSAULT,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE ST OUTREACH,-76.65020696,39.28941974,STREET,1
2/8/2020,19:24:00,4E,1500 CYPRESS ST,COMMON ASSAULT,Inside,NA,911,SOUTHERN,,-76.58925158,39.22361522,ROW/TOWNHOUSE-OCC,1
2/8/2020,21:30:00,6D,100 W MONUMENT ST,LARCENY FROM AUTO,Outside,NA,124,CENTRAL,MOUNT VERNON,-76.61709847,39.29754563,STREET,1
2/8/2020,3:00:00,3JK,5600 BELAIR RD,ROBBERY - RESIDENCE,Inside,KNIFE,426,NORTHEAST,WALTHERSON,-76.54647079,39.34180907,ROW/TOWNHOUSE-OCC,1
2/8/2020,10:15:00,4E,3100 RAVENWOOD AVE,COMMON ASSAULT,Inside,NA,434,NORTHEAST,,-76.57902549,39.31536787,ROW/TOWNHOUSE-OCC,1
2/8/2020,1:20:00,4C,5800 LOCH RAVEN BLVD,AGG. ASSAULT,Inside,OTHER,414,NORTHEAST,RAMBLEWOOD,-76.58792604,39.36163636,ROW/TOWNHOUSE-OCC,1
2/8/2020,2:36:00,3AK,1000 ARMISTEAD WAY,ROBBERY - STREET,Outside,KNIFE,433,NORTHEAST,ARMISTEAD GARDENS,-76.54895444,39.30471561,STREET,1
2/8/2020,14:05:00,4C,1200 BEAUMONT AVE,AGG. ASSAULT,Inside,OTHER,524,NORTHEAST,NEW NORTHWOOD,-76.59823108,39.35072546,ROW/TOWNHOUSE-OCC,1
2/8/2020,5:25:00,4B,5200 FRANKFORD AVE,AGG. ASSAULT,Inside,KNIFE,443,NORTHEAST,FRANKFORD,-76.5410802,39.3259037,APT/CONDO - OCCUPIED,1
2/8/2020,21:50:00,3AF,0 CHERRY HILL RD,ROBBERY - STREET,Outside,FIREARM,922,SOUTHERN,MIDDLE BRANCH/REEBIRD PARKS,-76.61550695,39.25326347,STREET,1
2/8/2020,13:14:00,4E,4100 FREDERICK AVE,COMMON ASSAULT,Inside,NA,824,SOUTHWEST,IRVINGTON,-76.68408383,39.28163635,OTHER - INSIDE,1
2/8/2020,5:10:00,7A,100 W JEFFREY ST,AUTO THEFT,Outside,NA,913,SOUTHERN,BROOKLYN,-76.612634,39.23589812,STREET,1
2/8/2020,21:30:00,4B,4900 CORDELIA AVE,AGG. ASSAULT,Inside,KNIFE,613,NORTHWEST,PORT COVINGTON,-76.67905517,39.3435059,ROW/TOWNHOUSE-OCC,1
2/8/2020,21:45:00,4A,2700 COLD SPRING LN,AGG. ASSAULT,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.66719065,39.33917326,STREET,1
2/8/2020,23:20:00,4C,2200 MOUNT HOLLY ST,AGG. ASSAULT,Inside,OTHER,812,SOUTHWEST,MOUNT HOLLY,-76.68191252,39.31266918,ROW/TOWNHOUSE-OCC,1
2/8/2020,22:30:00,4E,5300 NORWOOD AVE,COMMON ASSAULT,Inside,NA,622,NORTHWEST,HOWARD PARK,-76.70625875,39.32803592,ROW/TOWNHOUSE-OCC,1
2/8/2020,20:50:00,5C,4300 RIDGEWOOD AVE,BURGLARY,Inside,NA,621,NORTHWEST,WEST ARLINGTON,-76.6918832,39.33670547,ROW/TOWNHOUSE-OCC,1
2/8/2020,21:00:00,6D,AV & E BIDDLE ST,LARCENY FROM AUTO,Outside,NA,313,EASTERN,,-76.6096245,39.303693,STREET,1
2/8/2020,10:30:00,6E,1200 PATAPSCO ST,LARCENY,Outside,NA,942,SOUTHERN,FEDERAL HILL/MONTGOM,-76.61347215,39.27580448,STREET,1
2/8/2020,17:30:00,6D,3600 BEECH AVE,LARCENY FROM AUTO,Outside,NA,531,NORTHERN,WYMAN PARK,-76.62685534,39.33228862,PARKING LOT-OUTSIDE,1
2/8/2020,8:45:00,7A,4800 EDMONDSON AVE,AUTO THEFT,Outside,NA,822,SOUTHWEST,HUNTING RIDGE,-76.70084379,39.29268533,STREET,1
2/8/2020,18:40:00,6C,6800 REISTERSTOWN RD,LARCENY,Inside,NA,631,NORTHWEST,REISTERSTOWN STATION,-76.70819774,39.36047102,OTHER - INSIDE,1
2/8/2020,3:24:00,6J,1000 W NORTH AVE,LARCENY,Outside,NA,133,CENTRAL,MADISON PARK,-76.63402518,39.31024789,GAS STATION,1
2/8/2020,23:00:00,5D,100 UPNOR RD,BURGLARY,Inside,NA,523,NORTHERN,HOMELAND,-76.6211456,39.35805214,GARAGE ON PRIV. PROP,1
2/8/2020,8:30:00,6G,1500 N STRICKER ST,LARCENY,Inside,NA,734,WESTERN,SANDTOWN-WINCHESTER,-76.64187929,39.30596197,GROCERY/CONFECTION,1
2/8/2020,10:00:00,5A,3700 BELAIR RD,BURGLARY,Inside,NA,422,NORTHEAST,BELAIR-EDISON,-76.5692954,39.32488656,ROW/TOWNHOUSE-OCC,1
2/8/2020,12:10:00,4C,300 W MADISON ST,AGG. ASSAULT,Inside,OTHER,124,CENTRAL,MOUNT VERNON,-76.62009317,39.2983499,APT/CONDO - OCCUPIED,1
2/8/2020,13:01:00,4C,SHARP ST & W CONWAY ST,AGG. ASSAULT,Outside,OTHER,941,SOUTHERN,,-76.6176615,39.284154,STREET,1
2/8/2020,17:20:00,4C,1100 LAURENS ST,AGG. ASSAULT,Outside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,-76.63690986,39.30349686,STREET,1
2/8/2020,8:15:00,4E,BALTIMORE ST & GUILFORD AV,COMMON ASSAULT,Inside,NA,111,CENTRAL,,-76.6109925,39.289698,CONVENIENCE STORE,1
2/8/2020,14:00:00,6C,200 E PRATT ST,LARCENY,Inside,NA,112,CENTRAL,INNER HARBOR,-76.61206788,39.28664151,CLOTHING/SHOE STORE,1
2/8/2020,20:50:00,6C,1200 N CHARLES ST,LARCENY,Inside,NA,134,CENTRAL,MID-TOWN BELVEDERE,-76.61611724,39.30366218,OTHER - INSIDE,1
2/8/2020,18:47:00,5C,900 LENTON AVE,BURGLARY,Inside,NA,523,NORTHERN,CHINQUAPIN PARK/BELV,-76.60104717,39.36373759,ROW/TOWNHOUSE-OCC,1
2/8/2020,1:44:00,7A,6600 HARTWAIT ST,AUTO THEFT,Outside,NA,234,SOUTHEAST,MEDFORD/BROENING MAN,-76.53462238,39.27440833,STREET,1
2/8/2020,20:35:00,3AF,ST & S BROADWAY,ROBBERY - STREET,Outside,FIREARM,213,SOUTHEAST,,-76.593501,39.283524,STREET,1
2/8/2020,20:35:00,3AF,ST & S BROADWAY,ROBBERY - STREET,Outside,FIREARM,213,SOUTHEAST,,-76.593501,39.283524,STREET,1
2/8/2020,2:09:00,7A,800 BELGIAN AVE,AUTO THEFT,Inside,NA,525,NORTHERN,PEN LUCY,-76.60475966,39.34052317,ROW/TOWNHOUSE-OCC,1
2/8/2020,19:50:00,3AJF,3400 GREENMOUNT AVE,ROBBERY - CARJACKING,Outside,FIREARM,512,NORTHERN,WAVERLY,-76.60938516,39.3300451,STREET,1
2/8/2020,22:00:00,7A,400 RANDOM RD,AUTO THEFT,Outside,NA,833,SOUTHWEST,BEECHFIELD,-76.6991749,39.28045339,STREET,1
2/8/2020,4:05:00,6D,2300 BOSTON ST,LARCENY FROM AUTO,Outside,NA,214,SOUTHEAST,CANTON,-76.58415499,39.28277738,PARKING LOT-OUTSIDE,1
2/8/2020,14:20:00,4C,1500 E MADISON ST,AGG. ASSAULT,Outside,OTHER,323,EASTERN,GAY STREET,-76.59759864,39.29939286,STREET,1
2/8/2020,7:00:00,4E,1700 LINDEN AVE,COMMON ASSAULT,Inside,NA,132,CENTRAL,,-76.62902799,39.30780246,ROW/TOWNHOUSE-OCC,1
2/8/2020,19:29:00,4A,5100 ARBUTUS AVE,AGG. ASSAULT,Outside,FIREARM,613,NORTHWEST,,-76.68098991,39.34294481,ALLEY,1
2/8/2020,0:30:00,4E,2100 E CHASE ST,COMMON ASSAULT,Outside,NA,322,EASTERN,MIDDLE EAST,-76.58807075,39.30355377,STREET,1
2/8/2020,0:30:00,4E,2100 E CHASE ST,COMMON ASSAULT,Outside,NA,322,EASTERN,MIDDLE EAST,-76.58807075,39.30355377,STREET,1
2/7/2020,11:55:00,5A,1600 DARLEY AVE,BURGLARY,Inside,NA,312,EASTERN,DARLEY PARK,-76.5944729,39.31477805,ROW/TOWNHOUSE-OCC,1
2/7/2020,17:30:00,6C,900 N CAROLINE ST,LARCENY,Inside,NA,323,EASTERN,GAY STREET,-76.59769762,39.30068818,OTHER - INSIDE,1
2/7/2020,23:30:00,4A,2500 E CHASE ST,AGG. ASSAULT,Inside,FIREARM,333,EASTERN,BIDDLE STREET,-76.58195138,39.30364281,ROW/TOWNHOUSE-OCC,1
2/7/2020,20:00:00,7A,900 E 30TH ST,AUTO THEFT,Inside,NA,513,NORTHERN,BETTER WAVERLY,-76.60491397,39.32344132,ROW/TOWNHOUSE-OCC,1
2/7/2020,10:00:00,6E,2300 GWYNNS FALLS PKWY,LARCENY,Outside,NA,731,WESTERN,MONDAWMIN,-76.65390559,39.31533217,PARKING LOT-OUTSIDE,1
2/7/2020,22:38:00,4A,6200 EASTERN AVE,AGG. ASSAULT,Outside,FIREARM,232,SOUTHEAST,JOSEPH LEE,-76.54250209,39.28769829,ALLEY,1
2/7/2020,15:00:00,6G,100 S WASHINGTON ST,LARCENY,Inside,NA,212,SOUTHEAST,UPPER FELLS POINT,-76.5891353,39.29029579,ROW/TOWNHOUSE-OCC,1
2/7/2020,20:55:00,7A,3600 FERNDALE AVE,AUTO THEFT,Outside,NA,622,NORTHWEST,HOWARD PARK,-76.7016238,39.33341892,STREET,1
2/7/2020,19:00:00,7A,3900 DOLFIELD AVE,AUTO THEFT,Outside,NA,625,NORTHWEST,DOLFIELD,-76.68267699,39.34011008,ALLEY,1
2/7/2020,1:45:00,6D,3900 W COLD SPRING LN,LARCENY FROM AUTO,Outside,NA,623,NORTHWEST,DOLFIELD,-76.6832728,39.33515189,STREET,1
2/7/2020,15:30:00,4E,2400 MAISEL CT,COMMON ASSAULT,,NA,921,SOUTHERN,WESTPORT,-76.64032716,39.26325802,,1
2/7/2020,17:42:00,4E,3900 W NORTHERN PKWY,COMMON ASSAULT,Inside,NA,632,NORTHWEST,WOODMERE,-76.68897893,39.35005759,APT/CONDO - OCCUPIED,1
2/7/2020,16:54:00,4E,200 N CAREY ST,COMMON ASSAULT,Inside,NA,711,WESTERN,POPPLETON,-76.63822152,39.29091021,APT/CONDO - OCCUPIED,1
2/7/2020,23:30:00,4A,2500 E CHASE ST,AGG. ASSAULT,Inside,FIREARM,333,EASTERN,BIDDLE STREET,-76.58195138,39.30364281,ROW/TOWNHOUSE-OCC,1
2/7/2020,17:13:11,1A,300 MASON CT,HOMICIDE,Outside,FIREARM,211,SOUTHEAST,PERKINS HOMES,-76.59589839,39.28744461,STREET,1
2/7/2020,23:30:00,9S,2500 E CHASE ST,SHOOTING,Inside,FIREARM,333,EASTERN,BIDDLE STREET,-76.58195138,39.30364281,DWELLING,1
2/7/2020,17:13:11,9S,300 MASON CT,SHOOTING,Outside,FIREARM,211,SOUTHEAST,PERKINS HOMES,-76.59589839,39.28744461,STREET,1
2/7/2020,16:41:00,1A,1700 W LANVALE ST,HOMICIDE,Outside,FIREARM,722,WESTERN,HARLEM PARK,-76.6443682,39.29773494,VEHICLE,1
2/7/2020,23:30:00,9S,2500 E CHASE ST,SHOOTING,Inside,FIREARM,333,EASTERN,BIDDLE STREET,-76.58195138,39.30364281,DWELLING,1
2/7/2020,13:13:00,1A,1300 W FRANKLIN ST,HOMICIDE,Outside,FIREARM,713,WESTERN,,-76.63851413,39.29424245,STREET,1
2/7/2020,16:00:00,4B,3800 E LOMBARD ST,AGG. ASSAULT,Outside,KNIFE,223,SOUTHEAST,BALTIMORE HIGHLANDS,-76.56553902,39.29154755,STREET,1
2/7/2020,0:00:00,3AF,5700 EASTERN AVE,ROBBERY - STREET,Inside,FIREARM,232,SOUTHEAST,,-76.54765508,39.28750007,ROW/TOWNHOUSE-OCC,1
2/7/2020,0:15:00,3AF,400 N EAST AVE,ROBBERY - STREET,Outside,FIREARM,224,SOUTHEAST,ELLWOOD PARK/MONUMEN,-76.5723589,39.29690538,STREET,1
2/7/2020,3:05:00,4E,5800 REISTERSTOWN RD,COMMON ASSAULT,Inside,NA,631,NORTHWEST,REISTERSTOWN STATION,-76.6946239,39.35067333,OTHER - INSIDE,1
2/7/2020,16:20:00,4E,2800 SANTA FE AVE,COMMON ASSAULT,Inside,NA,613,NORTHWEST,TOWANDA-GRANTLEY,-76.66586245,39.33537756,ROW/TOWNHOUSE-OCC,1
2/7/2020,19:15:00,6C,5500 PARK HEIGHTS AVE,LARCENY,Inside,NA,633,NORTHWEST,PIMLICO GOOD NEIGHBO,-76.6833609,39.35181956,DRUG STORE / MED BL,1
2/7/2020,23:15:00,3CF,3300 SAINT AMBROSE AVE,ROBBERY - COMMERCIAL,Outside,FIREARM,614,NORTHWEST,CENTRAL PARK HEIGHTS,-76.67047778,39.34225984,STREET,1
2/7/2020,0:52:00,6C,2700 W FRANKLIN ST,LARCENY,Inside,NA,835,WESTERN,PENROSE/FAYETTE ST OUTREACH,-76.6614713,39.29304944,CONVENIENCE STORE,1
2/7/2020,8:30:00,4B,1600 BOOKER CT,AGG. ASSAULT,Inside,KNIFE,734,WESTERN,,-76.64349746,39.30474618,ROW/TOWNHOUSE-OCC,1
2/7/2020,21:22:00,4C,1100 BRADDISH AVE,AGG. ASSAULT,Inside,OTHER,814,SOUTHWEST,WINCHESTER,-76.66088218,39.30079588,APT/CONDO - OCCUPIED,1
2/7/2020,20:00:00,3AF,2200 ASHBURTON ST,ROBBERY - STREET,Outside,FIREARM,731,WESTERN,BRADDISH AVE./PANWAY,-76.66239603,39.31270569,STREET,1
2/7/2020,0:00:00,4D,CROSS ST & S CHARLES ST,AGG. ASSAULT,Outside,HANDS,942,SOUTHERN,,-76.6143675,39.276819,STREET,1
2/7/2020,18:00:00,6D,3500 9TH ST,LARCENY FROM AUTO,Outside,NA,912,SOUTHERN,FAIRFIELD,-76.5972933,39.23580545,STREET,1
2/7/2020,13:30:00,6D,300 S CHARLES ST,LARCENY FROM AUTO,Inside,NA,113,CENTRAL,INNER HARBOR,-76.61504163,39.28494754,OTHER - INSIDE,1
2/7/2020,9:00:00,7A,5800 EDGEPARK RD,AUTO THEFT,Outside,NA,415,NORTHEAST,LOCH RAVEN,-76.57605014,39.35839092,STREET,1
2/7/2020,7:30:00,7A,5000 TRUESDALE AVE,AUTO THEFT,Outside,NA,443,NORTHEAST,FRANKFORD,-76.54482959,39.31922345,STREET,1
2/7/2020,17:00:00,7A,2500 CECIL AVE,AUTO THEFT,Outside,NA,411,NORTHEAST,COLDSTREAM HOMESTEAD,-76.59912236,39.31994673,STREET,1
2/7/2020,20:30:00,6J,HEIGHTS AV & FALLSTAFF RD,LARCENY,Outside,NA,631,NORTHWEST,,-76.702824,39.364821,STREET,1
2/7/2020,20:58:00,4E,2000 HARMAN AVE,COMMON ASSAULT,Inside,NA,831,SOUTHWEST,MORRELL PARK,-76.65034294,39.26565431,ROW/TOWNHOUSE-OCC,1
2/7/2020,23:40:00,4E,4600 BRIARCLIFT RD,COMMON ASSAULT,Inside,NA,822,SOUTHWEST,HUNTING RIDGE,-76.70069262,39.29955739,ROW/TOWNHOUSE-OCC,1
2/7/2020,17:00:00,5A,3400 LYNDALE AVE,BURGLARY,Inside,NA,434,NORTHEAST,4X4,-76.57539812,39.31655588,ROW/TOWNHOUSE-OCC,1
2/7/2020,22:00:00,5A,1800 E 29TH ST,BURGLARY,Inside,NA,411,NORTHEAST,COLDSTREAM HOMESTEAD,-76.59030693,39.32454412,ROW/TOWNHOUSE-OCC,1
2/7/2020,19:13:00,3CF,2700 W BALTIMORE ST,ROBBERY - COMMERCIAL,Inside,FIREARM,835,SOUTHWEST,,-76.65970968,39.28767182,GROCERY/CONFECTION,1
2/7/2020,23:00:00,6D,6200 REISTERSTOWN RD,LARCENY FROM AUTO,Outside,NA,631,NORTHWEST,REISTERSTOWN STATION,-76.69885383,39.35363538,STREET,1
2/7/2020,17:00:00,6E,2300 FLAX TER,LARCENY,Outside,NA,533,NORTHERN,,-76.65740259,39.34669622,STREET,1
2/7/2020,20:10:00,4B,100 READ ST,AGG. ASSAULT,Outside,KNIFE,124,CENTRAL,MID-TOWN BELVEDERE,-76.61346652,39.2998113,STREET,1
2/7/2020,13:33:00,6J,1100 BOLTON ST,LARCENY,Inside,NA,132,CENTRAL,MADISON PARK,-76.62264626,39.30336821,APT/CONDO - OCCUPIED,1
2/7/2020,5:50:00,4C,2000 MADISON AVE,AGG. ASSAULT,Inside,OTHER,131,CENTRAL,DRUID HEIGHTS,-76.63391736,39.30866358,APT/CONDO - OCCUPIED,1
2/7/2020,22:30:00,4E,5600 I 83 S,COMMON ASSAULT,Outside,NA,533,NORTHERN,,-76.65023452,39.36359715,STREET,1
2/7/2020,19:43:00,5A,2900 WOODLAND AVE,BURGLARY,Inside,NA,532,NORTHERN,CYLBURN,-76.66562251,39.34673914,ROW/TOWNHOUSE-OCC,1
2/7/2020,15:25:00,6J,2400 GREENMOUNT AVE,LARCENY,Outside,NA,311,EASTERN,BARCLAY,-76.6095321,39.31629765,STREET,1
2/7/2020,3:30:00,7A,300 E UNIVERSITY PKWY,AUTO THEFT,Outside,NA,512,NORTHERN,OAKENSHAWE,-76.61351796,39.3299167,STREET,1
2/7/2020,8:15:00,7A,1000 WITHERSPOON RD,AUTO THEFT,Outside,NA,523,NORTHERN,CAMERON VILLAGE,-76.59985738,39.35830257,STREET,1
2/7/2020,2:40:00,5E,1500 N ELLAMONT ST,BURGLARY,Inside,NA,813,SOUTHWEST,ROSEMONT,-76.67074774,39.3050271,GROCERY/CONFECTION,1
2/7/2020,8:49:00,5D,2200 N CHARLES ST,BURGLARY,Inside,NA,514,NORTHERN,CHARLES VILLAGE,-76.6168135,39.31433082,OTHER - INSIDE,1
2/7/2020,0:30:00,5D,900 FAWN ST,BURGLARY,Inside,NA,211,SOUTHEAST,LITTLE ITALY,-76.60172154,39.2862435,RESTAURANT,1
2/7/2020,15:00:00,4C,3600 BOSTON ST,AGG. ASSAULT,Inside,OTHER,214,SOUTHEAST,CANTON INDUSTRIAL AREA,-76.56645663,39.27702684,BANK/FINANCIAL INST,1
2/7/2020,21:00:00,6G,700 RADNOR AVE,LARCENY,Inside,NA,524,NORTHERN,WINSTON-GOVANS,-76.60551818,39.34754006,ROW/TOWNHOUSE-OCC,1
2/7/2020,22:38:00,4A,6200 EASTERN AVE,AGG. ASSAULT,Outside,FIREARM,232,SOUTHEAST,JOSEPH LEE,-76.54250209,39.28769829,ALLEY,1
2/7/2020,9:30:00,7A,"1000 NORTH AVE, BCO",AUTO THEFT,Outside,NA,133,NORTHWEST,,-76.63411834,39.31054069,STREET,1
2/7/2020,15:30:00,4E,ST & DORIS AV,COMMON ASSAULT,Outside,NA,913,SOUTHERN,,-76.6044495,39.228948,STREET,1
2/7/2020,19:00:00,5A,2900 SPELMAN RD,BURGLARY,Inside,NA,922,SOUTHERN,CHERRY HILL,-76.62729022,39.24489822,ROW/TOWNHOUSE-OCC,1
2/7/2020,2:19:00,5D,3500 S HANOVER ST,BURGLARY,Inside,NA,912,SOUTHERN,BROOKLYN,-76.60946984,39.23878703,GROCERY/CONFECTION,1
2/7/2020,2:00:00,3AJF,2400 FREDERICK AVE,ROBBERY - CARJACKING,Outside,FIREARM,835,SOUTHWEST,MILL HILL,-76.65487258,39.28398293,STREET,1
2/7/2020,6:00:00,6D,300 W OSTEND ST,LARCENY FROM AUTO,Inside,NA,941,SOUTHERN,STADIUM AREA,-76.62190108,39.27565963,OFFICE BUILDING,1
2/7/2020,23:46:00,4E,AV & FERNHILL AV,COMMON ASSAULT,Inside,NA,625,NORTHWEST,,-76.679064,39.33702,ROW/TOWNHOUSE-OCC,1
2/7/2020,23:03:00,6C,2500 LIBERTY HEIGHTS AVE,LARCENY,Inside,NA,611,NORTHWEST,LIBERTY SQUARE,-76.65583976,39.31949752,CONVENIENCE STORE,1
2/7/2020,2:15:00,5D,2400 W BALTIMORE ST,BURGLARY,Inside,NA,835,WESTERN,PENROSE/FAYETTE ST OUTREACH,-76.65546727,39.28785776,OTHER - INSIDE,1
2/7/2020,11:45:00,4B,1000 BENNETT PL,AGG. ASSAULT,Inside,KNIFE,713,WESTERN,HARLEM PARK,-76.63457043,39.29483829,APT/CONDO - OCCUPIED,1
2/7/2020,22:00:00,6D,2200 JEFFERSON ST,LARCENY FROM AUTO,Outside,NA,321,EASTERN,MIDDLE EAST,-76.58555817,39.29666341,STREET,1
